traffic_id,traffic_date,partner_id,sessions,add_to_cart,checkout_started,conversions
11729,2024-06-18,PT00017,1852,1115,732,187
11730,2024-06-19,PT00017,1570,871,645,150
11731,2024-06-20,PT00017,2007,1142,841,250
11732,2024-06-21,PT00017,2269,1386,771,231
11733,2024-06-22,PT00017,2146,1221,693,250
11734,2024-06-23,PT00017,2768,1517,1002,279
11735,2024-06-24,PT00017,2871,1451,889,200
11736,2024-06-25,PT00017,1250,720,442,130
11737,2024-06-26,PT00017,2642,1381,764,178
11738,2024-06-27,PT00017,2113,1250,831,212
11739,2024-06-28,PT00017,2219,1058,768,263
11740,2024-06-29,PT00017,1968,1064,695,206
11741,2024-06-30,PT00017,2364,1302,778,217
11742,2024-07-01,PT00017,1725,896,542,164
11743,2024-07-02,PT00017,2593,1390,892,206
11744,2024-07-03,PT00017,1816,884,558,111
11745,2024-07-04,PT00017,2986,1637,971,316
11746,2024-07-05,PT00017,1738,1034,685,151
11747,2024-07-06,PT00017,2290,1244,840,208
11748,2024-07-07,PT00017,2840,1440,1041,277
11749,2024-07-08,PT00017,1372,809,591,154
11750,2024-07-09,PT00017,2494,1342,845,179
11751,2024-07-10,PT00017,2146,1082,608,220
11752,2024-07-11,PT00017,1857,991,732,207
11753,2024-07-12,PT00017,2313,1530,862,218
11754,2024-07-13,PT00017,2405,1161,847,236
11755,2024-07-14,PT00017,2186,1214,823,232
11756,2024-07-15,PT00017,2210,1181,719,217
11757,2024-07-16,PT00017,2255,1181,765,176
11758,2024-07-17,PT00017,1580,924,652,166
11759,2024-07-18,PT00017,1879,1070,618,136
11760,2024-07-19,PT00017,2315,1130,842,251
11761,2024-07-20,PT00017,2956,1699,1173,217
11762,2024-07-21,PT00017,2013,1236,863,183
11763,2024-07-22,PT00017,1364,776,503,145
11764,2024-07-23,PT00017,2638,1404,863,221
11765,2024-07-24,PT00017,2984,1749,1038,267
11766,2024-07-25,PT00017,2458,1462,1030,348
11767,2024-07-26,PT00017,2233,1296,717,235
11768,2024-07-27,PT00017,2126,1036,734,174
11769,2024-07-28,PT00017,2522,1379,1006,238
11770,2024-07-29,PT00017,2304,1299,911,209
11771,2024-07-30,PT00017,1949,873,636,203
11772,2024-07-31,PT00017,2615,1325,772,232
11773,2024-08-01,PT00017,1800,940,554,175
11774,2024-08-02,PT00017,2197,1320,897,237
11775,2024-08-03,PT00017,2184,1138,736,159
11776,2024-08-04,PT00017,1944,998,687,207
11777,2024-08-05,PT00017,2896,1688,1087,218
11778,2024-08-06,PT00017,2765,1367,846,249
11779,2024-08-07,PT00017,2267,1319,875,325
11780,2024-08-08,PT00017,1857,1077,765,210
11781,2024-08-09,PT00017,2524,1271,880,218
11782,2024-08-10,PT00017,2456,1475,955,366
11783,2024-08-11,PT00017,2514,1451,824,201
11784,2024-08-12,PT00017,1701,950,573,168
11785,2024-08-13,PT00017,1919,884,498,159
11786,2024-08-14,PT00017,1815,1065,607,158
11787,2024-08-15,PT00017,2477,1376,952,261
11788,2024-08-16,PT00017,2036,1159,793,187
11789,2024-08-17,PT00017,2623,1451,1087,436
11790,2024-08-18,PT00017,2156,1302,844,246
11791,2024-08-19,PT00017,1362,649,431,156
11792,2024-08-20,PT00017,2646,1564,1160,375
11793,2024-08-21,PT00017,1851,841,531,152
11794,2024-08-22,PT00017,2059,1204,845,234
11795,2024-08-23,PT00017,2704,1557,991,242
11796,2024-08-24,PT00017,2639,1559,963,221
11797,2024-08-25,PT00017,3140,1634,911,241
11798,2024-08-26,PT00017,2127,1136,707,212
11799,2024-08-27,PT00017,1927,1087,687,169
11800,2024-08-28,PT00017,2296,1169,693,182
11801,2024-08-29,PT00017,1489,833,550,143
11802,2024-08-30,PT00017,2955,1561,898,202
11803,2024-08-31,PT00017,2435,1159,701,159
11804,2024-09-01,PT00017,2358,1341,867,237
11805,2024-09-02,PT00017,2221,1045,642,191
11806,2024-09-03,PT00017,2995,1661,932,237
11807,2024-09-04,PT00017,2019,1321,930,253
11808,2024-09-05,PT00017,2112,1100,652,235
11809,2024-09-06,PT00017,1806,1080,687,197
11810,2024-09-07,PT00017,1903,953,686,154
11811,2024-09-08,PT00017,2738,1495,1027,322
11812,2024-09-09,PT00017,1762,926,644,200
11813,2024-09-10,PT00017,1564,767,450,95
11814,2024-09-11,PT00017,2396,1266,891,189
11815,2024-09-12,PT00017,2664,1690,987,213
11816,2024-09-13,PT00017,2135,1213,901,336
11817,2024-09-14,PT00017,1967,1171,799,213
11818,2024-09-15,PT00017,1834,1063,728,182
11819,2024-09-16,PT00017,2499,1504,1075,297
11820,2024-09-17,PT00017,2398,1226,796,261
11821,2024-09-18,PT00017,1818,1365,924,239
11822,2024-09-19,PT00017,1688,746,456,131
11823,2024-09-20,PT00017,2532,1481,929,242
11824,2024-09-21,PT00017,1865,1009,716,206
11825,2024-09-22,PT00017,1832,867,575,142
11826,2024-09-23,PT00017,2314,1489,849,226
11827,2024-09-24,PT00017,2417,1594,1117,362
11828,2024-09-25,PT00017,1832,954,679,154
11829,2024-09-26,PT00017,1388,723,459,116
11830,2024-09-27,PT00017,2073,1074,763,258
11831,2024-09-28,PT00017,1792,770,509,164
11832,2024-09-29,PT00017,2181,1357,922,290
11833,2024-09-30,PT00017,2479,1228,912,246
11834,2024-10-01,PT00017,2032,1176,743,153
11835,2024-10-02,PT00017,2353,1268,870,270
11836,2024-10-03,PT00017,2776,1211,878,223
11837,2024-10-04,PT00017,1998,1052,580,165
11838,2024-10-05,PT00017,1293,853,493,100
11839,2024-10-06,PT00017,2064,1277,733,207
11840,2024-10-07,PT00017,1659,858,476,165
11841,2024-10-08,PT00017,1313,710,433,153
11842,2024-10-09,PT00017,2147,993,735,212
11843,2024-10-10,PT00017,1616,933,652,161
11844,2024-10-11,PT00017,2040,1279,801,186
11845,2024-10-12,PT00017,1594,908,590,146
11846,2024-10-13,PT00017,2720,1379,890,223
11847,2024-10-14,PT00017,2290,1458,1003,308
11848,2024-10-15,PT00017,2187,1275,923,233
11849,2024-10-16,PT00017,1227,605,385,101
11850,2024-10-17,PT00017,2560,1408,979,273
11851,2024-10-18,PT00017,2039,1279,895,204
11852,2024-10-19,PT00017,1077,544,315,63
11853,2024-10-20,PT00017,2382,1154,799,237
11854,2024-10-21,PT00017,2295,1182,655,175
11855,2024-10-22,PT00017,2846,1565,970,321
11856,2024-10-23,PT00017,2086,1352,831,165
11857,2024-10-24,PT00017,2570,1470,936,325
11858,2024-10-25,PT00017,1918,1052,673,208
11859,2024-10-26,PT00017,2089,1077,632,201
11860,2024-10-27,PT00017,1937,1202,820,278
11861,2024-10-28,PT00017,2028,1123,748,220
11862,2024-10-29,PT00017,3473,2118,1429,345
11863,2024-10-30,PT00017,1439,828,481,113
11864,2024-10-31,PT00017,2065,1297,818,299
11865,2024-11-01,PT00017,2008,980,654,224
11866,2024-11-02,PT00017,2643,1403,831,179
11867,2024-11-03,PT00017,2496,1383,926,258
11868,2024-11-04,PT00017,2782,1472,979,290
11869,2024-11-05,PT00017,2239,1366,859,219
11870,2024-11-06,PT00017,2463,1312,852,197
11871,2024-11-07,PT00017,1519,990,637,160
11872,2024-11-08,PT00017,2709,1564,942,260
11873,2024-11-09,PT00017,2153,1066,709,175
11874,2024-11-10,PT00017,2140,826,588,156
11875,2024-11-11,PT00017,1734,933,637,198
11876,2024-11-12,PT00017,2569,1236,925,198
11877,2024-11-13,PT00017,2169,1197,820,242
11878,2024-11-14,PT00017,1385,704,473,90
11879,2024-11-15,PT00017,3036,1735,1049,254
11880,2024-11-16,PT00017,2224,1177,695,174
11881,2024-11-17,PT00017,2580,1510,840,205
11882,2024-11-18,PT00017,2752,1310,750,190
11883,2024-11-19,PT00017,2535,1461,811,255
11884,2024-11-20,PT00017,2868,1626,1191,293
11885,2024-11-21,PT00017,2524,1380,959,291
11886,2024-11-22,PT00017,2593,1445,882,283
11887,2024-11-23,PT00017,2827,1762,1062,320
11888,2024-11-24,PT00017,2012,1230,903,233
11889,2024-11-25,PT00017,2427,1369,783,131
11890,2024-11-26,PT00017,2449,1470,890,183
11891,2024-11-27,PT00017,2570,1469,993,293
11892,2024-11-28,PT00017,1728,1007,748,159
11893,2024-11-29,PT00017,2416,1478,1080,272
11894,2024-11-30,PT00017,2351,1359,1011,297
11895,2024-12-01,PT00017,3029,1673,1159,358
11896,2024-12-02,PT00017,1914,1160,823,229
11897,2024-12-03,PT00017,1381,664,403,155
11898,2024-12-04,PT00017,1851,1175,770,279
11899,2024-12-05,PT00017,2673,1540,1126,417
11900,2024-12-06,PT00017,2760,1490,1034,271
11901,2024-12-07,PT00017,2602,1434,880,326
11902,2024-12-08,PT00017,2363,1342,835,200
11903,2024-12-09,PT00017,2587,1181,811,237
11904,2024-12-10,PT00017,1963,962,627,225
11905,2024-12-11,PT00017,799,402,270,71
11906,2024-12-12,PT00017,2150,1327,730,222
11907,2024-12-13,PT00017,2120,1133,676,125
11908,2024-12-14,PT00017,2590,1307,783,203
11909,2024-12-15,PT00017,2483,1475,827,228
11910,2024-12-16,PT00017,2161,1158,784,260
11911,2024-12-17,PT00017,1583,956,549,202
11912,2024-12-18,PT00017,1509,784,539,127
11913,2024-12-19,PT00017,2637,1444,1012,293
11914,2024-12-20,PT00017,1956,1074,729,216
11915,2024-12-21,PT00017,2284,1110,617,161
11916,2024-12-22,PT00017,1605,957,680,220
11917,2024-12-23,PT00017,1777,927,603,132
11918,2024-12-24,PT00017,1763,873,587,191
11919,2024-12-25,PT00017,2055,1070,793,211
11920,2024-12-26,PT00017,1537,864,588,162
11921,2024-12-27,PT00017,2016,994,553,171
11922,2024-12-28,PT00017,2650,1217,686,229
11923,2024-12-29,PT00017,1755,964,656,186
11924,2024-12-30,PT00017,2532,1502,912,212
11925,2024-12-31,PT00017,2113,1065,789,182
11926,2025-01-01,PT00017,2801,1310,777,212
11927,2025-01-02,PT00017,1610,807,470,120
11928,2025-01-03,PT00017,2004,1147,843,364
11929,2025-01-04,PT00017,1948,998,697,184
11930,2025-01-05,PT00017,2502,1276,929,324
11931,2025-01-06,PT00017,2362,1368,761,194
11932,2025-01-07,PT00017,2635,1396,991,346
11933,2025-01-08,PT00017,2373,1131,837,235
11934,2025-01-09,PT00017,1752,1042,601,159
11935,2025-01-10,PT00017,2507,1311,781,213
11936,2025-01-11,PT00017,2285,1386,820,229
11937,2025-01-12,PT00017,2310,1157,693,176
11938,2025-01-13,PT00017,2782,1294,723,243
11939,2025-01-14,PT00017,2294,1053,669,228
11940,2025-01-15,PT00017,1558,877,582,217
11941,2025-01-16,PT00017,2395,1480,1055,259
11942,2025-01-17,PT00017,2652,1178,677,171
11943,2025-01-18,PT00017,2238,1269,932,255
11944,2025-01-19,PT00017,2150,1301,779,200
11945,2025-01-20,PT00017,2125,1181,652,191
11946,2025-01-21,PT00017,3372,1905,1391,344
11947,2025-01-22,PT00017,1945,1005,658,199
11948,2025-01-23,PT00017,2669,1409,1039,262
11949,2025-01-24,PT00017,2492,1480,1098,281
11950,2025-01-25,PT00017,2395,1306,753,208
11951,2025-01-26,PT00017,2388,1322,813,231
11952,2025-01-27,PT00017,2141,1199,686,211
11953,2025-01-28,PT00017,2053,1095,603,160
11954,2025-01-29,PT00017,2024,1041,694,154
11955,2025-01-30,PT00017,2098,1102,609,165
11956,2025-01-31,PT00017,1717,781,571,169
11957,2025-02-01,PT00017,2520,1474,1060,265
11958,2025-02-02,PT00017,1852,1038,672,217
11959,2025-02-03,PT00017,2753,1536,923,248
11960,2025-02-04,PT00017,1938,1151,860,232
11961,2025-02-05,PT00017,1797,907,636,195
11962,2025-02-06,PT00017,2195,1322,840,259
11963,2025-02-07,PT00017,1684,961,576,200
11964,2025-02-08,PT00017,2322,1268,800,200
11965,2025-02-09,PT00017,1484,834,510,139
11966,2025-02-10,PT00017,2775,1524,1039,257
11967,2025-02-11,PT00017,2112,1346,750,156
11968,2025-02-12,PT00017,2508,1530,1117,209
11969,2025-02-13,PT00017,2626,1410,972,307
11970,2025-02-14,PT00017,2443,1286,711,197
11971,2025-02-15,PT00017,2409,1373,817,245
11972,2025-02-16,PT00017,1594,948,675,206
11973,2025-02-17,PT00017,2077,1054,674,163
11974,2025-02-18,PT00017,2234,1013,608,202
11975,2025-02-19,PT00017,2109,1066,755,108
11976,2025-02-20,PT00017,1545,926,682,141
11977,2025-02-21,PT00017,1944,1014,642,168
11978,2025-02-22,PT00017,1867,1066,670,165
11979,2025-02-23,PT00017,1811,1004,568,143
11980,2025-02-24,PT00017,2315,1120,664,146
11981,2025-02-25,PT00017,2293,1345,986,218
11982,2025-02-26,PT00017,1857,1004,742,183
11983,2025-02-27,PT00017,2764,1565,1090,316
11984,2025-02-28,PT00017,2366,1243,928,203
11985,2025-03-01,PT00017,1838,1155,700,177
11986,2025-03-02,PT00017,1935,1147,841,251
11987,2025-03-03,PT00017,2090,1124,827,189
11988,2025-03-04,PT00017,2775,1727,1136,235
11989,2025-03-05,PT00017,2559,1407,793,229
11990,2025-03-06,PT00017,3030,1449,1085,261
11991,2025-03-07,PT00017,2028,1053,670,241
11992,2025-03-08,PT00017,1864,1007,611,191
11993,2025-03-09,PT00017,2012,1167,751,249
11994,2025-03-10,PT00017,2509,1170,722,237
11995,2025-03-11,PT00017,2029,1015,664,242
11996,2025-03-12,PT00017,2496,1424,884,254
11997,2025-03-13,PT00017,2370,1189,696,272
11998,2025-03-14,PT00017,2653,1469,888,290
11999,2025-03-15,PT00017,1964,1123,705,191
12000,2025-03-16,PT00017,1793,1026,586,210
12001,2025-03-17,PT00017,2382,1524,1098,319
12002,2025-03-18,PT00017,1980,1233,920,296
12003,2025-03-19,PT00017,2048,1190,711,160
12004,2025-03-20,PT00017,2568,1616,1083,226
12005,2025-03-21,PT00017,2543,1332,830,235
12006,2025-03-22,PT00017,1875,1150,655,197
12007,2025-03-23,PT00017,1959,1155,814,223
12008,2025-03-24,PT00017,1566,892,586,191
12009,2025-03-25,PT00017,2176,1146,851,232
12010,2025-03-26,PT00017,2319,1331,959,231
12011,2025-03-27,PT00017,2666,1585,1049,220
12012,2025-03-28,PT00017,1799,956,555,175
12013,2025-03-29,PT00017,2439,1204,785,267
12014,2025-03-30,PT00017,2333,1271,782,191
12015,2025-03-31,PT00017,1595,829,456,101
12016,2025-04-01,PT00017,1892,1152,809,215
12017,2025-04-02,PT00017,2793,1678,1167,269
12018,2025-04-03,PT00017,2851,1526,1073,284
12019,2025-04-04,PT00017,2347,1182,789,164
12020,2025-04-05,PT00017,2738,1371,943,262
12021,2025-04-06,PT00017,2313,1169,835,299
12022,2025-04-07,PT00017,2422,1257,790,173
12023,2025-04-08,PT00017,2895,1704,1164,319
12024,2025-04-09,PT00017,2341,1173,824,246
12025,2025-04-10,PT00017,2152,1180,721,200
12026,2025-04-11,PT00017,1930,1077,607,174
12027,2025-04-12,PT00017,1981,914,613,178
12028,2025-04-13,PT00017,2217,1168,761,144
12029,2025-04-14,PT00017,2272,1307,909,196
12030,2025-04-15,PT00017,1381,671,398,85
12031,2025-04-16,PT00017,2574,1610,1088,292
12032,2025-04-17,PT00017,3006,1758,1151,392
12033,2025-04-18,PT00017,1845,1053,593,160
12034,2025-04-19,PT00017,2275,1303,735,185
12035,2025-04-20,PT00017,2546,1358,866,182
12036,2025-04-21,PT00017,2496,1198,858,233
12037,2025-04-22,PT00017,1995,1119,663,166
12038,2025-04-23,PT00017,2684,1525,1060,249
12039,2025-04-24,PT00017,2473,1405,988,349
12040,2025-04-25,PT00017,3152,1785,1010,284
12041,2025-04-26,PT00017,2778,1433,1010,295
12042,2025-04-27,PT00017,1721,863,563,128
12043,2025-04-28,PT00017,1884,1095,707,163
12044,2025-04-29,PT00017,2598,1380,933,225
12045,2025-04-30,PT00017,2723,1387,888,255
12046,2025-05-01,PT00017,2494,1468,1010,250
12047,2025-05-02,PT00017,2285,1201,848,259
12048,2025-05-03,PT00017,1395,806,461,160
12049,2025-05-04,PT00017,2167,1119,705,238
12050,2025-05-05,PT00017,1957,1147,672,203
12051,2025-05-06,PT00017,1651,861,595,116
12052,2025-05-07,PT00017,2466,1445,998,343
12053,2025-05-08,PT00017,1928,1129,697,205
12054,2025-05-09,PT00017,2880,1667,1133,326
12055,2025-05-10,PT00017,1730,915,595,154
12056,2025-05-11,PT00017,1786,911,544,146
12057,2025-05-12,PT00017,2546,1411,888,262
12058,2025-05-13,PT00017,3352,1691,1030,193
12059,2025-05-14,PT00017,2116,1044,600,131
12060,2025-05-15,PT00017,2087,1392,1022,252
12061,2025-05-16,PT00017,1625,831,493,139
12062,2025-05-17,PT00017,2529,1170,859,212
12063,2025-05-18,PT00017,1834,1115,737,188
12064,2025-05-19,PT00017,2451,1436,975,242
12065,2025-05-20,PT00017,2011,1086,745,152
12066,2025-05-21,PT00017,2530,1286,715,250
12067,2025-05-22,PT00017,1675,974,677,174
12068,2025-05-23,PT00017,1866,998,728,246
12069,2025-05-24,PT00017,2137,1334,809,257
12070,2025-05-25,PT00017,1643,719,497,120
12071,2025-05-26,PT00017,2081,1095,629,206
12072,2025-05-27,PT00017,869,441,330,76
12073,2025-05-28,PT00017,2726,1533,851,252
12074,2025-05-29,PT00017,2057,1156,833,186
12075,2025-05-30,PT00017,2198,1350,973,246
12076,2025-05-31,PT00017,2484,1409,850,275
12077,2025-06-01,PT00017,2145,1190,705,255
12078,2025-06-02,PT00017,2797,1344,894,287
12079,2025-06-03,PT00017,1681,837,551,168
12080,2025-06-04,PT00017,1925,970,715,224
12081,2025-06-05,PT00017,2461,1291,939,276
12082,2025-06-06,PT00017,2733,1455,936,251
12083,2025-06-07,PT00017,2125,1211,765,135
12084,2025-06-08,PT00017,2222,1210,759,237
12085,2025-06-09,PT00017,1407,783,449,110
12086,2025-06-10,PT00017,1865,985,723,118
12087,2025-06-11,PT00017,1770,880,497,181
12088,2025-06-12,PT00017,2798,1712,971,283
12089,2025-06-13,PT00017,2500,1409,975,252
12090,2025-06-14,PT00017,2112,1251,701,155
12091,2025-06-15,PT00017,2151,1375,972,190
12092,2025-06-16,PT00017,2621,1336,837,295
12093,2025-06-17,PT00017,2005,1059,583,174
12094,2025-06-18,PT00017,2221,1230,738,222
12095,2025-06-19,PT00017,1453,853,550,120
12096,2025-06-20,PT00017,1584,728,464,147
12097,2025-06-21,PT00017,1690,984,719,195
12098,2025-06-22,PT00017,2282,1468,1018,243
12099,2025-06-23,PT00017,1487,868,611,177
12100,2025-06-24,PT00017,2288,1364,800,207
12101,2025-06-25,PT00017,2130,1409,908,278
12102,2025-06-26,PT00017,2432,1576,955,242
12103,2025-06-27,PT00017,1855,991,698,202
12104,2025-06-28,PT00017,2170,1083,604,179
12105,2025-06-29,PT00017,3153,1635,925,311
12106,2025-06-30,PT00017,2691,1340,979,288
12107,2025-07-01,PT00017,1615,729,519,158
12108,2025-07-02,PT00017,1656,904,516,159
12109,2025-07-03,PT00017,2975,1417,1036,276
12110,2025-07-04,PT00017,2179,1251,777,195
12111,2025-07-05,PT00017,2427,1170,793,286
12112,2025-07-06,PT00017,2568,1368,1012,291
12113,2025-07-07,PT00017,2160,1059,640,182
12114,2025-07-08,PT00017,3029,1888,1279,272
12115,2025-07-09,PT00017,2082,1169,853,273
12116,2025-07-10,PT00017,1929,1072,589,201
12117,2025-07-11,PT00017,2232,1183,652,169
12118,2025-07-12,PT00017,1989,1126,788,189
12119,2025-07-13,PT00017,2467,1288,957,336
12120,2025-07-14,PT00017,2516,1368,920,259
12121,2025-07-15,PT00017,2805,1774,1087,305
12122,2025-07-16,PT00017,1460,857,523,137
12123,2025-07-17,PT00017,1638,850,557,112
12124,2025-07-18,PT00017,2034,905,600,135
12125,2025-07-19,PT00017,1609,771,496,140
12126,2025-07-20,PT00017,2435,1442,926,290
12127,2025-07-21,PT00017,1535,813,520,145
12128,2025-07-22,PT00017,2394,1267,912,135
12129,2025-07-23,PT00017,2109,1132,679,254
12130,2025-07-24,PT00017,2097,1264,755,165
12131,2025-07-25,PT00017,1417,740,416,115
12132,2025-07-26,PT00017,2428,1193,867,218
12133,2025-07-27,PT00017,2103,1218,766,210
12134,2025-07-28,PT00017,2134,1439,851,241
12135,2025-07-29,PT00017,2461,1489,964,231
12136,2025-07-30,PT00017,1354,796,547,171
12137,2025-07-31,PT00017,2599,1343,796,260
12138,2025-08-01,PT00017,1970,1076,768,219
12139,2025-08-02,PT00017,2735,1633,1105,261
12140,2025-08-03,PT00017,2090,1032,718,123
12141,2025-08-04,PT00017,2586,1533,998,246
12142,2025-08-05,PT00017,2360,1386,922,259
12143,2025-08-06,PT00017,2030,1398,974,220
12144,2025-08-07,PT00017,2017,1159,666,153
12145,2025-08-08,PT00017,2507,1359,955,199
12146,2025-08-09,PT00017,2133,951,669,205
12147,2025-08-10,PT00017,1991,1032,568,178
12148,2025-08-11,PT00017,2366,1449,1051,282
12149,2025-08-12,PT00017,2854,1553,974,271
12150,2025-08-13,PT00017,1136,609,429,118
12151,2025-08-14,PT00017,1301,639,449,157
12152,2025-08-15,PT00017,2621,1346,805,243
12153,2025-08-16,PT00017,2186,1271,815,264
12154,2025-08-17,PT00017,1495,920,642,180
12155,2025-08-18,PT00017,2218,1127,810,275
12156,2025-08-19,PT00017,2267,1127,791,195
12157,2025-08-20,PT00017,2306,1197,672,237
12158,2025-08-21,PT00017,2339,1240,848,230
12159,2025-08-22,PT00017,2525,1345,969,360
12160,2025-08-23,PT00017,2098,1079,594,192
12161,2025-08-24,PT00017,1925,1182,699,184
12162,2025-08-25,PT00017,2263,1150,635,139
12163,2025-08-26,PT00017,1574,926,591,118
12164,2025-08-27,PT00017,2279,1229,836,280
12165,2025-08-28,PT00017,1930,1187,768,162
12166,2025-08-29,PT00017,2030,1087,605,143
12167,2025-08-30,PT00017,2139,1226,815,282
12168,2025-08-31,PT00017,982,551,372,86
12169,2025-09-01,PT00017,2007,999,576,177
12170,2025-09-02,PT00017,1729,776,550,171
12171,2025-09-03,PT00017,2199,1203,899,290
12172,2025-09-04,PT00017,3033,1653,1174,337
12173,2025-09-05,PT00017,2484,1293,837,265
12174,2025-09-06,PT00017,1580,871,500,137
12175,2025-09-07,PT00017,2490,1354,778,232
12176,2025-09-08,PT00017,2294,1379,1010,292
12177,2025-09-09,PT00017,1852,930,525,134
12178,2025-09-10,PT00017,1755,834,471,201
12179,2025-09-11,PT00017,2225,1160,836,280
12180,2025-09-12,PT00017,2250,1160,646,171
12181,2025-09-13,PT00017,2029,1358,1004,239
12182,2025-09-14,PT00017,2141,1169,869,233
12183,2025-09-15,PT00017,3045,1522,949,200
12184,2025-09-16,PT00017,2043,1200,876,251
12185,2025-09-17,PT00017,2521,1411,947,237
12186,2025-09-18,PT00017,1453,856,502,103
12187,2025-09-19,PT00017,2319,1352,897,247
12188,2025-09-20,PT00017,1301,671,432,99
12189,2025-09-21,PT00017,1726,1025,612,155
12190,2025-09-22,PT00017,2212,1133,758,172
12191,2025-09-23,PT00017,2611,1406,906,210
12192,2025-09-24,PT00017,1325,735,496,166
12193,2025-09-25,PT00017,2157,1328,896,173
12194,2025-09-26,PT00017,1681,954,690,232
12195,2025-09-27,PT00017,1578,842,501,101
12196,2025-09-28,PT00017,2052,1088,773,244
12197,2025-09-29,PT00017,2248,1174,722,132
12198,2025-09-30,PT00017,2014,1095,744,273
12199,2025-10-01,PT00017,2242,1232,683,211
12200,2025-10-02,PT00017,1984,1332,821,235
12201,2025-10-03,PT00017,2211,1216,851,297
12202,2025-10-04,PT00017,2155,1201,877,240
12203,2025-10-05,PT00017,2446,1359,954,227
12204,2025-10-06,PT00017,2142,1089,725,258
12205,2025-10-07,PT00017,2448,1593,1045,382
12206,2025-10-08,PT00017,2760,1565,1151,229
12207,2025-10-09,PT00017,2643,1500,1003,271
12208,2025-10-10,PT00017,2109,1346,866,313
12209,2025-10-11,PT00017,2476,1338,889,261
12210,2025-10-12,PT00017,1916,931,563,143
12211,2025-10-13,PT00017,1764,1035,665,173
12212,2025-10-14,PT00017,435,245,149,46
12213,2025-10-15,PT00017,2627,1550,913,187
12214,2025-10-16,PT00017,2014,1152,744,177
12215,2025-10-17,PT00017,2010,1090,734,236
12216,2025-10-18,PT00017,2031,1138,696,221
12217,2025-10-19,PT00017,2353,1322,765,252
12218,2025-10-20,PT00017,1472,823,575,200
12219,2025-10-21,PT00017,2215,1189,697,204
12220,2025-10-22,PT00017,2707,1318,782,275
12221,2025-10-23,PT00017,1999,1024,567,167
12222,2025-10-24,PT00017,2795,1616,1190,286
12223,2025-10-25,PT00017,1846,977,613,209
12224,2025-10-26,PT00017,2336,1355,860,316
12225,2025-10-27,PT00017,2218,1227,687,198
12226,2025-10-28,PT00017,2786,1466,1005,218
12227,2025-10-29,PT00017,2021,1090,612,194
12228,2025-10-30,PT00017,2905,1415,810,194
12229,2025-10-31,PT00017,2237,1172,801,288
12230,2025-11-01,PT00017,2147,1308,855,286
12231,2025-11-02,PT00017,2141,1411,848,174
12232,2025-11-03,PT00017,2277,1209,729,240
12233,2025-11-04,PT00017,2845,1486,885,234
12234,2025-11-05,PT00017,2335,1282,921,222
12235,2025-11-06,PT00017,2396,1315,732,247
12236,2025-11-07,PT00017,2206,1150,740,252
12237,2025-11-08,PT00017,2539,1363,900,251
12238,2025-11-09,PT00017,1949,1153,635,144
12239,2025-11-10,PT00017,1719,1068,622,214
12240,2025-11-11,PT00017,1680,845,523,111
12241,2025-11-12,PT00017,1963,1029,691,164
12242,2025-11-13,PT00017,2066,1073,614,173
12243,2025-11-14,PT00017,2173,1357,752,227
12244,2025-11-15,PT00017,2454,1316,856,207
12245,2025-11-16,PT00017,2343,1364,984,271
12246,2025-11-17,PT00017,2062,1190,665,168
12247,2025-11-18,PT00017,1386,797,594,185
12248,2025-11-19,PT00017,3084,1800,1029,360
12249,2025-11-20,PT00017,2650,1511,939,271
12250,2025-11-21,PT00017,2721,1617,984,244
12251,2025-11-22,PT00017,2759,1584,1123,326
12252,2025-11-23,PT00017,2100,1039,609,163
12253,2025-11-24,PT00017,2105,1101,774,184
12254,2025-11-25,PT00017,1422,874,603,137
12255,2025-11-26,PT00017,2407,1493,853,179
12256,2025-11-27,PT00017,2283,1511,1096,342
12257,2025-11-28,PT00017,1948,1095,616,131
12258,2025-11-29,PT00017,2488,1673,1133,196
12259,2025-11-30,PT00017,2133,1108,755,175
12260,2025-12-01,PT00017,2039,1212,850,299
12261,2025-12-02,PT00017,2450,1471,883,211
12262,2025-12-03,PT00017,2381,1237,802,82
12263,2025-12-04,PT00017,2384,1253,735,167
12264,2025-12-05,PT00017,1890,1171,768,328
12265,2025-12-06,PT00017,1284,708,503,130
12266,2025-12-07,PT00017,1758,898,551,135
12267,2025-12-08,PT00017,2555,1462,896,258
12268,2025-12-09,PT00017,1996,1100,718,189
12269,2025-12-10,PT00017,2475,1148,848,237
12270,2025-12-11,PT00017,1950,1024,566,145
12271,2025-12-12,PT00017,2657,1339,773,205
12272,2025-12-13,PT00017,3094,1988,1249,272
12273,2025-12-14,PT00017,2123,1160,719,216
12274,2025-12-15,PT00017,1716,843,603,140
12275,2025-12-16,PT00017,2827,1738,1070,215
12276,2025-12-17,PT00017,1949,995,729,232
12277,2025-12-18,PT00017,2667,1273,790,233
12278,2025-12-19,PT00017,2132,1319,890,240
12279,2025-12-20,PT00017,1403,717,506,159
12280,2025-12-21,PT00017,1542,990,678,198
12281,2025-12-22,PT00017,1229,810,566,205
12282,2025-12-23,PT00017,2467,1338,817,274
12283,2025-12-24,PT00017,3097,1572,936,211
12284,2025-12-25,PT00017,1549,757,566,137
12285,2025-12-26,PT00017,2486,1462,978,263
12286,2025-12-27,PT00017,2089,1229,774,230
12287,2025-12-28,PT00017,2406,1588,889,226
12288,2025-12-29,PT00017,2043,1242,893,291
