customer_id,partner_id,first_purchase_date,last_purchase_date,total_orders,ltv_krw,segment,payment_method
CU0014195,PT00008,2025-10-18,2025-10-18,1,3237640,Premium,Card
CU0014196,PT00066,2026-02-18,2026-02-18,1,1785930,Mid,Card
CU0014197,PT00028,2026-04-02,2026-04-02,1,1450905,Mid,Installment
CU0014198,PT00020,2024-11-10,2025-02-06,2,2131271,Mid,Installment
CU0014199,PT00056,2025-09-28,2025-09-28,1,3600271,Premium,Carrier Subscription
CU0014200,PT00022,2024-08-22,2025-08-02,3,2684499,Mid,Card
CU0014201,PT00017,2024-07-15,2024-07-15,1,1441167,Mid,Card
CU0014202,PT00056,2025-12-08,2025-12-15,2,1574776,Mid,Card
CU0014203,PT00077,2024-08-14,2025-06-05,2,1982027,Mid,Card
CU0014204,PT00002,2025-05-03,2025-09-27,3,912577,Entry,Card
CU0014205,PT00015,2025-05-06,2025-07-11,5,2853819,Mid,Installment
CU0014206,PT00076,2025-12-17,2025-12-17,1,542727,Entry,Installment
CU0014207,PT00010,2024-05-16,2024-05-16,1,1081514,Mid,Installment
CU0014208,PT00069,2025-07-30,2025-07-30,1,632053,Entry,Installment
CU0014209,PT00076,2025-10-17,2026-03-06,3,907154,Entry,Installment
CU0014210,PT00010,2026-04-24,2026-04-24,1,1883046,Mid,Card
CU0014211,PT00007,2025-04-08,2025-11-21,2,3638035,Premium,Installment
CU0014212,PT00062,2025-07-19,2025-09-27,3,4058587,Premium,Installment
CU0014213,PT00065,2025-04-13,2025-04-13,1,1739319,Mid,Card
CU0014214,PT00033,2026-03-26,2026-03-26,1,1437557,Mid,Card
CU0014215,PT00034,2024-05-16,2025-06-01,3,2013360,Mid,Card
CU0014216,PT00071,2025-10-04,2025-10-04,1,729593,Entry,Card
CU0014217,PT00032,2025-07-15,2025-11-25,2,3776535,Premium,Card
CU0014218,PT00067,2026-03-19,2026-04-04,2,2375095,Mid,Carrier Subscription
CU0014219,PT00042,2024-07-06,2025-04-19,2,1479792,Mid,Installment
CU0014220,PT00005,2024-06-23,2024-06-23,1,1544802,Mid,Card
CU0014221,PT00055,2024-09-15,2024-09-15,1,1137147,Mid,Carrier Subscription
CU0014222,PT00059,2024-08-13,2025-12-10,2,3685917,Premium,Installment
CU0014223,PT00056,2024-12-20,2025-10-21,5,1539662,Entry,Card
CU0014224,PT00079,2026-04-13,2026-04-13,1,1160730,Mid,Installment
CU0014225,PT00003,2024-08-25,2024-11-19,2,1731575,Mid,Installment
CU0014226,PT00033,2026-04-27,2026-04-27,1,730658,Entry,Installment
CU0014227,PT00005,2026-01-05,2026-02-12,3,810976,Entry,Installment
CU0014228,PT00022,2025-09-05,2026-01-07,2,946796,Entry,Installment
CU0014229,PT00046,2024-12-14,2025-02-16,3,4841638,Premium,Installment
CU0014230,PT00049,2025-01-31,2026-02-19,3,1189979,Entry,Installment
CU0014231,PT00012,2024-05-13,2025-09-08,10,1298564,Entry,Card
CU0014232,PT00020,2026-03-24,2026-04-21,5,1438136,Entry,Carrier Subscription
CU0014233,PT00065,2025-03-21,2025-07-30,2,2269027,Mid,Installment
CU0014234,PT00057,2025-02-08,2025-08-23,3,1239892,Entry,Installment
CU0014235,PT00029,2024-09-27,2024-09-27,1,902575,Entry,Installment
CU0014236,PT00004,2025-06-03,2025-06-03,1,571997,Entry,Card
CU0014237,PT00070,2024-12-04,2024-12-04,1,1691964,Mid,Installment
CU0014238,PT00051,2025-06-09,2025-06-18,2,1861897,Mid,Card
CU0014239,PT00020,2025-05-16,2025-05-16,1,1712565,Mid,Card
CU0014240,PT00040,2025-01-03,2025-05-12,5,6668760,Premium,Installment
CU0014241,PT00075,2024-06-10,2024-06-10,1,1577941,Mid,Carrier Subscription
CU0014242,PT00069,2025-09-17,2025-09-17,1,2838794,Premium,Card
CU0014243,PT00050,2024-11-02,2025-06-28,2,2108961,Mid,Card
CU0014244,PT00012,2024-11-21,2024-11-21,1,2505216,Premium,Card
CU0014245,PT00017,2025-04-14,2025-04-14,1,852818,Entry,Installment
CU0014246,PT00052,2025-04-02,2025-04-02,1,1299517,Mid,Card
CU0014247,PT00030,2025-01-18,2025-01-18,1,2779860,Premium,Card
CU0014248,PT00068,2024-06-01,2024-12-29,2,1829945,Mid,Card
CU0014249,PT00028,2025-12-04,2025-12-04,1,573493,Entry,Card
CU0014250,PT00070,2025-12-12,2026-04-18,5,2381544,Mid,Card
CU0014251,PT00068,2025-04-21,2026-01-02,2,2144970,Mid,Installment
CU0014252,PT00006,2024-07-02,2024-07-02,1,882037,Entry,Card
CU0014253,PT00038,2025-01-14,2025-01-14,1,3547813,Premium,Card
CU0014254,PT00061,2025-07-03,2025-07-03,1,1638414,Mid,Installment
CU0014255,PT00041,2024-05-25,2024-05-25,1,1813160,Mid,Installment
CU0014256,PT00004,2024-08-10,2025-12-07,2,3400296,Premium,Installment
CU0014257,PT00051,2024-05-09,2024-05-09,1,542111,Entry,Card
CU0014258,PT00005,2025-11-22,2025-11-22,1,1562181,Mid,Installment
CU0014259,PT00060,2025-07-20,2025-07-20,1,1539445,Mid,Carrier Subscription
CU0014260,PT00010,2024-05-15,2025-01-05,2,1134466,Entry,Installment
CU0014261,PT00068,2025-02-20,2025-07-25,2,2454742,Mid,Card
CU0014262,PT00027,2026-04-03,2026-04-25,5,3465971,Mid,Card
CU0014263,PT00073,2025-02-20,2025-02-20,1,1509253,Mid,Carrier Subscription
CU0014264,PT00018,2025-02-26,2025-02-26,1,668737,Entry,Carrier Subscription
CU0014265,PT00008,2024-05-28,2024-05-28,1,532587,Entry,Card
CU0014266,PT00006,2025-10-23,2025-10-23,1,896596,Entry,Card
CU0014267,PT00074,2025-10-04,2025-10-04,1,1854205,Mid,Card
CU0014268,PT00001,2024-11-26,2025-09-13,2,2413774,Mid,Carrier Subscription
CU0014269,PT00070,2025-01-16,2025-01-16,1,1126598,Mid,Card
CU0014270,PT00047,2025-02-09,2026-03-14,5,3112924,Mid,Card
CU0014271,PT00034,2026-02-23,2026-04-05,2,1096956,Entry,Card
CU0014272,PT00071,2025-03-13,2025-12-03,2,1489545,Mid,Card
CU0014273,PT00050,2024-08-11,2025-05-06,2,3304502,Premium,Installment
CU0014274,PT00044,2025-11-10,2025-11-10,1,751343,Entry,Card
CU0014275,PT00007,2024-11-20,2024-11-20,1,1517915,Mid,Installment
CU0014276,PT00076,2025-07-04,2025-07-04,1,525393,Entry,Card
CU0014277,PT00001,2024-09-27,2024-09-27,1,844005,Entry,Card
CU0014278,PT00016,2025-05-15,2025-05-15,1,1384230,Mid,Card
CU0014279,PT00072,2024-12-05,2024-12-05,1,1609020,Mid,Installment
CU0014280,PT00002,2024-11-24,2024-11-24,1,800496,Entry,Installment
CU0014281,PT00048,2024-07-04,2025-06-18,2,1665341,Mid,Carrier Subscription
CU0014282,PT00057,2026-04-14,2026-04-14,1,1174921,Mid,Card
CU0014283,PT00045,2025-10-04,2025-11-05,5,3499845,Mid,Carrier Subscription
CU0014284,PT00060,2026-01-16,2026-01-16,1,778559,Entry,Installment
CU0014285,PT00057,2025-09-30,2026-01-31,3,3127751,Premium,Installment
CU0014286,PT00025,2026-03-01,2026-04-19,2,1768110,Mid,Carrier Subscription
CU0014287,PT00079,2026-03-27,2026-03-27,1,1914710,Mid,Card
CU0014288,PT00020,2024-07-28,2024-08-14,3,2263656,Mid,Card
CU0014289,PT00064,2026-01-20,2026-02-13,3,2680957,Mid,Card
CU0014290,PT00041,2026-01-17,2026-01-17,1,2865527,Premium,Card
CU0014291,PT00039,2025-12-13,2026-01-02,2,1869750,Mid,Installment
CU0014292,PT00064,2024-11-05,2024-11-05,1,1060307,Mid,Card
CU0014293,PT00018,2024-06-27,2024-11-11,2,2433721,Mid,Card
CU0014294,PT00011,2025-02-15,2025-02-15,1,2967862,Premium,Installment
CU0014295,PT00001,2024-06-20,2024-06-20,1,1648501,Mid,Card
CU0014296,PT00043,2024-08-28,2025-11-15,5,1277073,Entry,Installment
CU0014297,PT00047,2026-01-13,2026-01-13,1,1595901,Mid,Card
CU0014298,PT00059,2024-11-01,2025-01-07,5,4630867,Premium,Card
CU0014299,PT00031,2026-03-02,2026-03-02,1,3300124,Premium,Card
CU0014300,PT00044,2024-06-28,2024-06-28,1,530060,Entry,Card
CU0014301,PT00016,2024-05-08,2025-11-20,2,2743859,Premium,Carrier Subscription
CU0014302,PT00036,2024-05-11,2024-05-11,1,3210203,Premium,Carrier Subscription
CU0014303,PT00026,2025-11-24,2026-04-29,10,4984057,Premium,Card
CU0014304,PT00020,2025-01-20,2025-01-20,1,730810,Entry,Card
CU0014305,PT00034,2026-03-07,2026-03-13,3,4238663,Premium,Installment
CU0014306,PT00031,2024-08-30,2025-11-25,2,2286609,Mid,Installment
CU0014307,PT00065,2025-08-30,2025-08-30,1,1419916,Mid,Card
CU0014308,PT00004,2026-03-08,2026-03-08,1,684755,Entry,Installment
CU0014309,PT00003,2025-04-23,2025-12-24,2,894589,Entry,Carrier Subscription
CU0014310,PT00064,2026-03-10,2026-04-11,3,1349623,Entry,Installment
CU0014311,PT00015,2026-01-01,2026-01-21,2,2664117,Premium,Card
CU0014312,PT00021,2025-08-19,2025-08-19,1,1192375,Mid,Installment
CU0014313,PT00048,2024-08-03,2024-08-03,1,1380753,Mid,Card
CU0014314,PT00061,2024-06-13,2024-06-13,1,2482529,Premium,Card
CU0014315,PT00034,2025-10-29,2025-11-24,3,1637928,Mid,Carrier Subscription
CU0014316,PT00035,2024-10-02,2024-12-04,2,855734,Entry,Carrier Subscription
CU0014317,PT00056,2024-09-22,2024-09-22,1,2754489,Premium,Card
CU0014318,PT00075,2024-07-11,2024-07-11,1,1443361,Mid,Card
CU0014319,PT00017,2025-11-09,2025-11-09,1,1780431,Mid,Card
CU0014320,PT00063,2024-07-11,2024-07-13,2,1065155,Entry,Card
CU0014321,PT00075,2025-04-02,2025-04-02,1,1581303,Mid,Card
CU0014322,PT00070,2026-01-05,2026-02-19,5,2328425,Mid,Card
CU0014323,PT00056,2024-10-11,2024-10-11,1,744304,Entry,Installment
CU0014324,PT00057,2024-06-08,2024-06-08,1,1677144,Mid,Card
CU0014325,PT00045,2025-11-08,2025-11-08,1,743469,Entry,Card
CU0014326,PT00035,2024-07-01,2025-04-27,3,1214097,Entry,Carrier Subscription
CU0014327,PT00026,2025-01-04,2025-01-04,1,1145223,Mid,Card
CU0014328,PT00016,2025-08-29,2026-03-22,5,5875141,Premium,Card
CU0014329,PT00003,2024-09-27,2024-09-27,1,1932313,Mid,Card
CU0014330,PT00057,2025-05-05,2025-05-05,1,543145,Entry,Card
CU0014331,PT00069,2026-01-26,2026-02-14,2,2396462,Mid,Card
CU0014332,PT00006,2025-11-02,2026-02-06,5,3642380,Mid,Card
CU0014333,PT00047,2025-08-14,2025-10-25,3,3560059,Premium,Card
CU0014334,PT00004,2025-04-30,2025-04-30,1,1482126,Mid,Card
CU0014335,PT00035,2024-12-10,2026-03-14,2,655901,Entry,Card
CU0014336,PT00067,2026-03-03,2026-03-03,1,1133186,Mid,Carrier Subscription
CU0014337,PT00029,2026-02-28,2026-02-28,1,583319,Entry,Card
CU0014338,PT00057,2024-06-17,2025-05-26,2,4406525,Premium,Card
CU0014339,PT00072,2024-09-21,2025-10-20,2,912844,Entry,Card
CU0014340,PT00019,2024-05-05,2024-07-05,3,2802467,Mid,Card
CU0014341,PT00072,2024-09-14,2025-02-14,2,2335399,Mid,Card
CU0014342,PT00058,2024-11-21,2024-11-21,1,1557342,Mid,Installment
CU0014343,PT00022,2024-08-20,2024-08-20,1,741073,Entry,Card
CU0014344,PT00080,2026-03-14,2026-04-09,3,2005912,Mid,Card
CU0014345,PT00023,2025-07-21,2025-10-02,2,1994226,Mid,Carrier Subscription
CU0014346,PT00046,2025-10-26,2025-11-19,2,1828896,Mid,Installment
CU0014347,PT00031,2025-10-28,2026-03-24,2,910471,Entry,Carrier Subscription
CU0014348,PT00073,2024-06-28,2024-11-21,3,4056070,Premium,Carrier Subscription
CU0014349,PT00080,2024-09-23,2024-09-23,1,653398,Entry,Installment
CU0014350,PT00003,2026-02-19,2026-03-22,3,1398895,Entry,Card
CU0014351,PT00049,2025-12-09,2026-01-22,3,2123268,Mid,Card
CU0014352,PT00036,2024-09-04,2024-09-04,1,1836495,Mid,Card
CU0014353,PT00040,2025-03-03,2025-03-03,1,2549880,Premium,Card
CU0014354,PT00005,2025-09-06,2025-09-06,1,1107805,Mid,Installment
CU0014355,PT00024,2026-02-09,2026-04-07,10,3251863,Mid,Carrier Subscription
CU0014356,PT00030,2024-12-17,2026-03-29,5,1326878,Entry,Card
CU0014357,PT00076,2025-03-17,2026-04-14,2,2200941,Mid,Card
CU0014358,PT00067,2025-09-10,2025-09-10,1,2312972,Premium,Installment
CU0014359,PT00021,2024-12-08,2024-12-08,1,617859,Entry,Installment
CU0014360,PT00080,2024-10-17,2025-09-13,2,1810841,Mid,Installment
CU0014361,PT00071,2024-11-11,2024-11-11,1,688280,Entry,Carrier Subscription
CU0014362,PT00055,2026-01-31,2026-03-05,3,4573382,Premium,Installment
CU0014363,PT00037,2025-11-23,2025-11-23,1,849801,Entry,Card
CU0014364,PT00045,2024-11-04,2025-12-21,2,2223869,Mid,Installment
CU0014365,PT00038,2024-05-06,2025-09-26,3,1633145,Mid,Card
CU0014366,PT00043,2026-03-23,2026-03-23,1,891764,Entry,Card
CU0014367,PT00073,2025-10-13,2025-10-13,1,2200924,Premium,Card
CU0014368,PT00030,2024-11-12,2024-11-12,1,1112489,Mid,Installment
CU0014369,PT00053,2024-12-05,2024-12-05,1,1431548,Mid,Card
CU0014370,PT00058,2025-12-07,2026-01-07,3,5256698,Premium,Card
CU0014371,PT00044,2024-06-20,2024-08-06,5,2294846,Mid,Card
CU0014372,PT00011,2024-06-18,2024-06-18,1,3262881,Premium,Installment
CU0014373,PT00016,2025-05-19,2025-09-29,2,1469595,Mid,Card
CU0014374,PT00064,2026-04-02,2026-04-02,1,835770,Entry,Card
CU0014375,PT00012,2025-11-21,2025-12-02,2,1817082,Mid,Card
CU0014376,PT00027,2025-08-25,2026-02-08,3,835373,Entry,Card
CU0014377,PT00069,2024-07-02,2025-12-07,3,2150367,Mid,Card
CU0014378,PT00026,2025-12-15,2025-12-15,1,1057318,Mid,Carrier Subscription
CU0014379,PT00027,2026-03-29,2026-03-29,1,502951,Entry,Card
CU0014380,PT00044,2025-11-08,2026-02-02,2,2525304,Mid,Installment
CU0014381,PT00055,2024-05-10,2024-05-10,1,3124662,Premium,Card
CU0014382,PT00063,2025-11-30,2026-04-09,3,1382407,Entry,Card
CU0014383,PT00043,2024-07-08,2024-07-08,1,1198705,Mid,Carrier Subscription
CU0014384,PT00022,2025-01-03,2026-04-04,3,906127,Entry,Card
CU0014385,PT00005,2025-12-21,2026-03-01,5,5445308,Premium,Installment
CU0014386,PT00045,2025-10-25,2025-10-25,1,1371421,Mid,Card
CU0014387,PT00038,2025-10-12,2025-10-12,1,1256448,Mid,Carrier Subscription
CU0014388,PT00039,2025-08-14,2025-09-08,2,1944168,Mid,Installment
CU0014389,PT00035,2025-07-17,2025-10-26,5,1000764,Entry,Installment
CU0014390,PT00064,2025-11-16,2026-04-28,2,2398276,Mid,Card
CU0014391,PT00037,2025-01-03,2025-01-03,1,1205161,Mid,Installment
CU0014392,PT00078,2025-04-16,2025-09-02,2,986331,Entry,Installment
CU0014393,PT00077,2025-11-28,2025-11-28,1,2625921,Premium,Card
CU0014394,PT00055,2026-01-20,2026-04-23,3,2965036,Mid,Card
CU0014395,PT00059,2025-02-12,2026-03-07,3,1930503,Mid,Installment
CU0014396,PT00076,2024-12-20,2024-12-20,1,596589,Entry,Card
CU0014397,PT00051,2025-12-14,2025-12-14,1,904574,Entry,Card
CU0014398,PT00067,2025-05-15,2025-09-13,2,965810,Entry,Card
CU0014399,PT00025,2025-06-29,2026-04-14,2,757497,Entry,Installment
CU0014400,PT00069,2024-09-25,2025-03-21,2,1783079,Mid,Installment
CU0014401,PT00017,2025-07-31,2025-07-31,1,572709,Entry,Card
CU0014402,PT00059,2024-09-10,2024-09-10,1,1496334,Mid,Installment
CU0014403,PT00070,2024-06-03,2025-11-21,2,1028083,Entry,Card
CU0014404,PT00060,2025-01-30,2025-12-14,3,3606184,Premium,Carrier Subscription
CU0014405,PT00006,2025-04-27,2026-04-03,3,1005222,Entry,Card
CU0014406,PT00014,2025-04-24,2025-04-24,1,1076993,Mid,Card
CU0014407,PT00015,2025-01-07,2025-11-16,2,1517448,Mid,Installment
CU0014408,PT00064,2025-04-26,2025-04-26,1,3197230,Premium,Installment
CU0014409,PT00042,2026-03-06,2026-04-20,2,1865083,Mid,Card
CU0014410,PT00048,2025-04-17,2025-06-15,2,691466,Entry,Installment
CU0014411,PT00036,2024-08-19,2026-03-15,3,3756346,Premium,Card
CU0014412,PT00056,2025-12-04,2025-12-04,1,838563,Entry,Carrier Subscription
CU0014413,PT00006,2025-02-24,2025-02-24,1,1688204,Mid,Card
CU0014414,PT00002,2025-03-22,2025-03-22,1,1461653,Mid,Card
CU0014415,PT00076,2024-05-20,2024-05-20,1,532676,Entry,Card
CU0014416,PT00018,2026-03-10,2026-03-23,3,980637,Entry,Installment
CU0014417,PT00010,2026-01-03,2026-01-03,1,2214938,Premium,Card
CU0014418,PT00029,2025-01-02,2025-10-25,2,1075025,Entry,Carrier Subscription
CU0014419,PT00032,2026-03-07,2026-03-07,1,1376954,Mid,Installment
CU0014420,PT00025,2025-09-04,2025-09-04,1,1383503,Mid,Installment
CU0014421,PT00067,2024-08-25,2025-07-01,3,5230749,Premium,Card
CU0014422,PT00005,2025-02-09,2025-02-09,1,652272,Entry,Card
CU0014423,PT00067,2024-05-11,2025-04-13,5,3422559,Mid,Card
CU0014424,PT00041,2026-01-05,2026-02-07,2,1562779,Mid,Carrier Subscription
CU0014425,PT00016,2024-08-26,2024-08-26,1,683978,Entry,Installment
CU0014426,PT00056,2025-08-04,2025-10-14,2,939735,Entry,Card
CU0014427,PT00041,2024-10-16,2024-12-28,2,2265986,Mid,Carrier Subscription
CU0014428,PT00024,2024-05-13,2024-05-13,1,712456,Entry,Card
CU0014429,PT00019,2025-02-28,2026-03-01,5,3253254,Mid,Installment
CU0014430,PT00075,2024-08-25,2025-03-23,2,2024333,Mid,Card
CU0014431,PT00049,2025-01-18,2025-01-18,1,1467346,Mid,Card
CU0014432,PT00070,2024-10-01,2024-10-17,3,2347172,Mid,Card
CU0014433,PT00010,2025-05-22,2025-10-21,3,1199663,Entry,Card
CU0014434,PT00065,2024-08-31,2024-08-31,1,1105998,Mid,Installment
CU0014435,PT00037,2024-12-22,2026-02-21,3,2790238,Mid,Installment
CU0014436,PT00055,2024-12-02,2024-12-02,1,1183482,Mid,Installment
CU0014437,PT00064,2024-10-24,2025-03-20,2,3095596,Premium,Installment
CU0014438,PT00033,2025-05-13,2025-05-13,1,2541665,Premium,Card
CU0014439,PT00063,2025-08-15,2025-08-15,1,829160,Entry,Carrier Subscription
CU0014440,PT00007,2025-11-14,2025-11-14,1,593543,Entry,Installment
CU0014441,PT00061,2025-05-23,2025-05-23,1,846133,Entry,Card
CU0014442,PT00012,2025-04-02,2026-03-05,2,2520557,Mid,Installment
CU0014443,PT00006,2026-02-21,2026-03-08,2,797341,Entry,Carrier Subscription
CU0014444,PT00026,2025-05-14,2025-05-14,1,1224368,Mid,Card
CU0014445,PT00034,2025-09-30,2025-10-23,3,2175358,Mid,Card
CU0014446,PT00023,2025-01-30,2025-01-30,1,3041206,Premium,Card
CU0014447,PT00072,2024-07-22,2024-09-11,2,1942027,Mid,Carrier Subscription
CU0014448,PT00078,2025-01-07,2025-01-07,1,1058651,Mid,Card
CU0014449,PT00070,2025-10-31,2025-10-31,1,849318,Entry,Installment
CU0014450,PT00008,2025-05-06,2025-12-28,3,2999518,Mid,Card
CU0014451,PT00077,2024-12-11,2025-03-30,2,1461321,Mid,Carrier Subscription
CU0014452,PT00064,2024-10-30,2024-10-30,1,2024201,Premium,Card
CU0014453,PT00031,2025-06-07,2025-12-15,3,5239169,Premium,Carrier Subscription
CU0014454,PT00052,2026-01-15,2026-02-26,2,3554792,Premium,Card
CU0014455,PT00079,2025-03-20,2026-04-04,3,1226033,Entry,Installment
CU0014456,PT00066,2024-05-11,2024-05-11,1,1060672,Mid,Installment
CU0014457,PT00004,2024-12-26,2024-12-26,1,2682079,Premium,Card
CU0014458,PT00034,2025-09-03,2025-11-03,2,834036,Entry,Installment
CU0014459,PT00022,2025-01-18,2025-01-18,1,1336708,Mid,Carrier Subscription
CU0014460,PT00060,2025-09-02,2025-09-02,1,701315,Entry,Card
CU0014461,PT00060,2024-12-28,2024-12-28,1,1365698,Mid,Installment
CU0014462,PT00022,2025-10-14,2026-03-29,2,1069056,Entry,Card
CU0014463,PT00041,2025-08-19,2025-08-19,1,1369735,Mid,Card
CU0014464,PT00056,2024-08-03,2025-11-11,2,792156,Entry,Carrier Subscription
CU0014465,PT00037,2024-08-09,2025-09-24,2,2233834,Mid,Card
CU0014466,PT00069,2024-12-05,2024-12-05,1,1166505,Mid,Card
CU0014467,PT00053,2025-01-20,2025-11-05,2,2514781,Mid,Card
CU0014468,PT00060,2026-01-17,2026-01-17,1,1562360,Mid,Installment
CU0014469,PT00060,2025-10-17,2025-12-05,3,3631534,Premium,Carrier Subscription
CU0014470,PT00004,2025-02-12,2025-02-12,1,786162,Entry,Installment
CU0014471,PT00016,2025-07-14,2026-01-13,3,856927,Entry,Installment
CU0014472,PT00029,2024-06-19,2024-07-02,3,5359967,Premium,Installment
CU0014473,PT00017,2025-04-13,2025-09-03,2,1167626,Entry,Card
CU0014474,PT00058,2025-03-20,2025-03-20,1,3411016,Premium,Card
CU0014475,PT00033,2024-11-08,2025-04-19,2,2484509,Mid,Carrier Subscription
CU0014476,PT00073,2025-01-09,2025-07-09,2,1000959,Entry,Installment
CU0014477,PT00006,2026-04-07,2026-04-07,1,1640487,Mid,Carrier Subscription
CU0014478,PT00074,2026-03-09,2026-03-09,1,1714972,Mid,Installment
CU0014479,PT00021,2026-04-02,2026-04-02,1,2960359,Premium,Carrier Subscription
CU0014480,PT00030,2024-12-29,2024-12-29,1,1184194,Mid,Card
CU0014481,PT00080,2025-09-05,2026-03-08,2,2026157,Mid,Installment
CU0014482,PT00010,2026-01-02,2026-01-02,1,708407,Entry,Installment
CU0014483,PT00003,2024-12-04,2026-02-08,2,2420205,Mid,Card
CU0014484,PT00048,2025-01-20,2025-01-20,1,1738231,Mid,Installment
CU0014485,PT00052,2025-07-23,2025-11-28,3,1894068,Mid,Installment
CU0014486,PT00068,2025-10-25,2025-12-01,2,899939,Entry,Card
CU0014487,PT00004,2026-04-01,2026-04-01,1,1265413,Mid,Card
CU0014488,PT00017,2024-08-07,2025-04-13,10,1507138,Entry,Installment
CU0014489,PT00012,2025-12-29,2026-04-19,2,3660474,Premium,Card
CU0014490,PT00048,2026-04-08,2026-04-13,3,1815910,Mid,Card
CU0014491,PT00045,2025-11-02,2026-02-25,3,838958,Entry,Installment
CU0014492,PT00005,2025-08-17,2025-11-17,10,1326050,Entry,Installment
CU0014493,PT00059,2026-01-22,2026-03-11,2,4184062,Premium,Card
CU0014494,PT00069,2025-05-15,2025-05-15,1,1273845,Mid,Carrier Subscription
CU0014495,PT00012,2025-07-12,2026-01-10,2,1561022,Mid,Card
CU0014496,PT00053,2026-03-23,2026-03-23,1,528463,Entry,Carrier Subscription
CU0014497,PT00024,2024-05-16,2025-01-14,3,4137790,Premium,Card
CU0014498,PT00048,2025-06-01,2025-07-08,5,2171916,Mid,Card
CU0014499,PT00034,2025-02-23,2025-06-18,2,2306855,Mid,Card
CU0014500,PT00052,2025-08-28,2025-12-30,2,2485992,Mid,Card
CU0014501,PT00015,2024-07-03,2024-07-03,1,675640,Entry,Carrier Subscription
CU0014502,PT00065,2025-06-16,2025-06-16,1,774475,Entry,Carrier Subscription
CU0014503,PT00024,2025-05-17,2025-05-17,1,1704931,Mid,Card
CU0014504,PT00070,2025-04-25,2025-04-25,1,1345117,Mid,Installment
CU0014505,PT00018,2025-08-12,2025-11-23,3,2286595,Mid,Carrier Subscription
CU0014506,PT00068,2024-06-21,2025-06-05,3,2054126,Mid,Installment
CU0014507,PT00048,2025-02-27,2025-02-27,1,903780,Entry,Card
CU0014508,PT00044,2025-12-25,2026-01-31,2,1059028,Entry,Card
CU0014509,PT00010,2026-01-05,2026-02-27,2,2265052,Mid,Installment
CU0014510,PT00034,2025-11-04,2025-12-01,2,865608,Entry,Installment
CU0014511,PT00054,2025-02-07,2025-02-07,1,1916586,Mid,Card
CU0014512,PT00050,2026-02-18,2026-02-23,3,959788,Entry,Installment
CU0014513,PT00067,2025-05-03,2025-05-03,1,596915,Entry,Card
CU0014514,PT00065,2024-11-08,2025-04-30,2,1195620,Entry,Card
CU0014515,PT00049,2025-09-04,2025-09-04,1,1432394,Mid,Card
CU0014516,PT00063,2024-05-03,2025-01-12,5,3113935,Mid,Installment
CU0014517,PT00076,2025-02-01,2026-02-10,2,1877849,Mid,Card
CU0014518,PT00023,2025-07-11,2025-07-11,1,1874238,Mid,Card
CU0014519,PT00079,2024-08-22,2026-04-22,5,3034345,Mid,Carrier Subscription
CU0014520,PT00060,2024-11-28,2024-11-28,1,2633502,Premium,Installment
CU0014521,PT00062,2025-01-04,2025-01-04,1,763726,Entry,Installment
CU0014522,PT00025,2025-05-12,2025-09-11,5,5100596,Premium,Carrier Subscription
CU0014523,PT00005,2025-08-13,2026-03-09,2,2124926,Mid,Card
CU0014524,PT00040,2024-10-03,2024-10-03,1,1561950,Mid,Installment
CU0014525,PT00036,2026-01-31,2026-04-19,5,3449024,Mid,Card
CU0014526,PT00075,2025-09-14,2025-09-14,1,1268552,Mid,Card
CU0014527,PT00020,2024-09-24,2024-09-24,1,698770,Entry,Card
CU0014528,PT00019,2026-04-18,2026-04-25,2,664913,Entry,Card
CU0014529,PT00017,2025-08-13,2025-08-13,1,1806265,Mid,Card
CU0014530,PT00010,2024-08-02,2024-08-02,1,1522937,Mid,Card
CU0014531,PT00073,2024-12-16,2024-12-16,1,3208578,Premium,Card
CU0014532,PT00066,2025-11-21,2025-12-02,2,4520971,Premium,Card
CU0014533,PT00018,2025-11-23,2025-11-23,1,1687324,Mid,Installment
CU0014534,PT00066,2026-03-19,2026-03-19,1,3344607,Premium,Installment
CU0014535,PT00078,2024-09-29,2024-09-29,1,3275381,Premium,Card
CU0014536,PT00029,2025-06-11,2026-04-17,2,846323,Entry,Carrier Subscription
CU0014537,PT00049,2025-05-27,2025-09-13,2,1160393,Entry,Installment
CU0014538,PT00057,2024-11-09,2025-08-28,2,4115358,Premium,Card
CU0014539,PT00059,2025-03-25,2025-03-25,1,2015563,Premium,Installment
CU0014540,PT00073,2025-10-27,2025-10-27,1,595344,Entry,Card
CU0014541,PT00035,2026-01-26,2026-01-26,1,1090294,Mid,Carrier Subscription
CU0014542,PT00009,2026-02-22,2026-02-23,3,2088231,Mid,Card
CU0014543,PT00058,2024-12-18,2024-12-18,1,854045,Entry,Card
CU0014544,PT00071,2024-11-19,2025-04-26,2,4436190,Premium,Card
CU0014545,PT00046,2024-08-20,2024-08-20,1,825112,Entry,Card
CU0014546,PT00005,2024-12-16,2024-12-16,1,1692312,Mid,Card
CU0014547,PT00023,2024-05-20,2024-05-20,1,791748,Entry,Card
CU0014548,PT00024,2024-05-23,2024-05-23,1,1469167,Mid,Card
CU0014549,PT00026,2025-09-19,2026-03-01,5,5266994,Premium,Card
CU0014550,PT00020,2024-07-01,2024-07-01,1,1564868,Mid,Card
CU0014551,PT00075,2025-02-11,2025-02-11,1,796624,Entry,Installment
CU0014552,PT00062,2025-04-27,2025-04-27,1,860649,Entry,Card
