date_key,year,quarter,month,week,day_of_week,is_weekend,fiscal_quarter
2025-08-24,2025,3,8,34,6,1,FY2025-Q4
2025-08-25,2025,3,8,35,0,0,FY2025-Q4
2025-08-26,2025,3,8,35,1,0,FY2025-Q4
2025-08-27,2025,3,8,35,2,0,FY2025-Q4
2025-08-28,2025,3,8,35,3,0,FY2025-Q4
2025-08-29,2025,3,8,35,4,0,FY2025-Q4
2025-08-30,2025,3,8,35,5,1,FY2025-Q4
2025-08-31,2025,3,8,35,6,1,FY2025-Q4
2025-09-01,2025,3,9,36,0,0,FY2025-Q4
2025-09-02,2025,3,9,36,1,0,FY2025-Q4
2025-09-03,2025,3,9,36,2,0,FY2025-Q4
2025-09-04,2025,3,9,36,3,0,FY2025-Q4
2025-09-05,2025,3,9,36,4,0,FY2025-Q4
2025-09-06,2025,3,9,36,5,1,FY2025-Q4
2025-09-07,2025,3,9,36,6,1,FY2025-Q4
2025-09-08,2025,3,9,37,0,0,FY2025-Q4
2025-09-09,2025,3,9,37,1,0,FY2025-Q4
2025-09-10,2025,3,9,37,2,0,FY2025-Q4
2025-09-11,2025,3,9,37,3,0,FY2025-Q4
2025-09-12,2025,3,9,37,4,0,FY2025-Q4
2025-09-13,2025,3,9,37,5,1,FY2025-Q4
2025-09-14,2025,3,9,37,6,1,FY2025-Q4
2025-09-15,2025,3,9,38,0,0,FY2025-Q4
2025-09-16,2025,3,9,38,1,0,FY2025-Q4
2025-09-17,2025,3,9,38,2,0,FY2025-Q4
2025-09-18,2025,3,9,38,3,0,FY2025-Q4
2025-09-19,2025,3,9,38,4,0,FY2025-Q4
2025-09-20,2025,3,9,38,5,1,FY2025-Q4
2025-09-21,2025,3,9,38,6,1,FY2025-Q4
2025-09-22,2025,3,9,39,0,0,FY2025-Q4
2025-09-23,2025,3,9,39,1,0,FY2025-Q4
2025-09-24,2025,3,9,39,2,0,FY2025-Q4
2025-09-25,2025,3,9,39,3,0,FY2025-Q4
2025-09-26,2025,3,9,39,4,0,FY2025-Q4
2025-09-27,2025,3,9,39,5,1,FY2025-Q4
2025-09-28,2025,3,9,39,6,1,FY2025-Q4
2025-09-29,2025,3,9,40,0,0,FY2025-Q4
2025-09-30,2025,3,9,40,1,0,FY2025-Q4
2025-10-01,2025,4,10,40,2,0,FY2026-Q1
2025-10-02,2025,4,10,40,3,0,FY2026-Q1
2025-10-03,2025,4,10,40,4,0,FY2026-Q1
2025-10-04,2025,4,10,40,5,1,FY2026-Q1
2025-10-05,2025,4,10,40,6,1,FY2026-Q1
2025-10-06,2025,4,10,41,0,0,FY2026-Q1
2025-10-07,2025,4,10,41,1,0,FY2026-Q1
2025-10-08,2025,4,10,41,2,0,FY2026-Q1
2025-10-09,2025,4,10,41,3,0,FY2026-Q1
2025-10-10,2025,4,10,41,4,0,FY2026-Q1
2025-10-11,2025,4,10,41,5,1,FY2026-Q1
2025-10-12,2025,4,10,41,6,1,FY2026-Q1
2025-10-13,2025,4,10,42,0,0,FY2026-Q1
2025-10-14,2025,4,10,42,1,0,FY2026-Q1
2025-10-15,2025,4,10,42,2,0,FY2026-Q1
2025-10-16,2025,4,10,42,3,0,FY2026-Q1
2025-10-17,2025,4,10,42,4,0,FY2026-Q1
2025-10-18,2025,4,10,42,5,1,FY2026-Q1
2025-10-19,2025,4,10,42,6,1,FY2026-Q1
2025-10-20,2025,4,10,43,0,0,FY2026-Q1
2025-10-21,2025,4,10,43,1,0,FY2026-Q1
2025-10-22,2025,4,10,43,2,0,FY2026-Q1
2025-10-23,2025,4,10,43,3,0,FY2026-Q1
2025-10-24,2025,4,10,43,4,0,FY2026-Q1
2025-10-25,2025,4,10,43,5,1,FY2026-Q1
2025-10-26,2025,4,10,43,6,1,FY2026-Q1
2025-10-27,2025,4,10,44,0,0,FY2026-Q1
2025-10-28,2025,4,10,44,1,0,FY2026-Q1
2025-10-29,2025,4,10,44,2,0,FY2026-Q1
2025-10-30,2025,4,10,44,3,0,FY2026-Q1
2025-10-31,2025,4,10,44,4,0,FY2026-Q1
2025-11-01,2025,4,11,44,5,1,FY2026-Q1
2025-11-02,2025,4,11,44,6,1,FY2026-Q1
2025-11-03,2025,4,11,45,0,0,FY2026-Q1
2025-11-04,2025,4,11,45,1,0,FY2026-Q1
2025-11-05,2025,4,11,45,2,0,FY2026-Q1
2025-11-06,2025,4,11,45,3,0,FY2026-Q1
2025-11-07,2025,4,11,45,4,0,FY2026-Q1
2025-11-08,2025,4,11,45,5,1,FY2026-Q1
2025-11-09,2025,4,11,45,6,1,FY2026-Q1
2025-11-10,2025,4,11,46,0,0,FY2026-Q1
2025-11-11,2025,4,11,46,1,0,FY2026-Q1
2025-11-12,2025,4,11,46,2,0,FY2026-Q1
2025-11-13,2025,4,11,46,3,0,FY2026-Q1
2025-11-14,2025,4,11,46,4,0,FY2026-Q1
2025-11-15,2025,4,11,46,5,1,FY2026-Q1
2025-11-16,2025,4,11,46,6,1,FY2026-Q1
2025-11-17,2025,4,11,47,0,0,FY2026-Q1
2025-11-18,2025,4,11,47,1,0,FY2026-Q1
2025-11-19,2025,4,11,47,2,0,FY2026-Q1
2025-11-20,2025,4,11,47,3,0,FY2026-Q1
2025-11-21,2025,4,11,47,4,0,FY2026-Q1
2025-11-22,2025,4,11,47,5,1,FY2026-Q1
2025-11-23,2025,4,11,47,6,1,FY2026-Q1
2025-11-24,2025,4,11,48,0,0,FY2026-Q1
2025-11-25,2025,4,11,48,1,0,FY2026-Q1
2025-11-26,2025,4,11,48,2,0,FY2026-Q1
2025-11-27,2025,4,11,48,3,0,FY2026-Q1
2025-11-28,2025,4,11,48,4,0,FY2026-Q1
2025-11-29,2025,4,11,48,5,1,FY2026-Q1
2025-11-30,2025,4,11,48,6,1,FY2026-Q1
2025-12-01,2025,4,12,49,0,0,FY2026-Q1
2025-12-02,2025,4,12,49,1,0,FY2026-Q1
2025-12-03,2025,4,12,49,2,0,FY2026-Q1
2025-12-04,2025,4,12,49,3,0,FY2026-Q1
2025-12-05,2025,4,12,49,4,0,FY2026-Q1
2025-12-06,2025,4,12,49,5,1,FY2026-Q1
2025-12-07,2025,4,12,49,6,1,FY2026-Q1
2025-12-08,2025,4,12,50,0,0,FY2026-Q1
2025-12-09,2025,4,12,50,1,0,FY2026-Q1
2025-12-10,2025,4,12,50,2,0,FY2026-Q1
2025-12-11,2025,4,12,50,3,0,FY2026-Q1
2025-12-12,2025,4,12,50,4,0,FY2026-Q1
2025-12-13,2025,4,12,50,5,1,FY2026-Q1
2025-12-14,2025,4,12,50,6,1,FY2026-Q1
2025-12-15,2025,4,12,51,0,0,FY2026-Q1
2025-12-16,2025,4,12,51,1,0,FY2026-Q1
2025-12-17,2025,4,12,51,2,0,FY2026-Q1
2025-12-18,2025,4,12,51,3,0,FY2026-Q1
2025-12-19,2025,4,12,51,4,0,FY2026-Q1
2025-12-20,2025,4,12,51,5,1,FY2026-Q1
2025-12-21,2025,4,12,51,6,1,FY2026-Q1
2025-12-22,2025,4,12,52,0,0,FY2026-Q1
2025-12-23,2025,4,12,52,1,0,FY2026-Q1
2025-12-24,2025,4,12,52,2,0,FY2026-Q1
2025-12-25,2025,4,12,52,3,0,FY2026-Q1
2025-12-26,2025,4,12,52,4,0,FY2026-Q1
2025-12-27,2025,4,12,52,5,1,FY2026-Q1
2025-12-28,2025,4,12,52,6,1,FY2026-Q1
2025-12-29,2025,4,12,1,0,0,FY2026-Q1
2025-12-30,2025,4,12,1,1,0,FY2026-Q1
2025-12-31,2025,4,12,1,2,0,FY2026-Q1
2026-01-01,2026,1,1,1,3,0,FY2026-Q2
2026-01-02,2026,1,1,1,4,0,FY2026-Q2
2026-01-03,2026,1,1,1,5,1,FY2026-Q2
2026-01-04,2026,1,1,1,6,1,FY2026-Q2
2026-01-05,2026,1,1,2,0,0,FY2026-Q2
2026-01-06,2026,1,1,2,1,0,FY2026-Q2
2026-01-07,2026,1,1,2,2,0,FY2026-Q2
2026-01-08,2026,1,1,2,3,0,FY2026-Q2
2026-01-09,2026,1,1,2,4,0,FY2026-Q2
2026-01-10,2026,1,1,2,5,1,FY2026-Q2
2026-01-11,2026,1,1,2,6,1,FY2026-Q2
2026-01-12,2026,1,1,3,0,0,FY2026-Q2
2026-01-13,2026,1,1,3,1,0,FY2026-Q2
2026-01-14,2026,1,1,3,2,0,FY2026-Q2
2026-01-15,2026,1,1,3,3,0,FY2026-Q2
2026-01-16,2026,1,1,3,4,0,FY2026-Q2
2026-01-17,2026,1,1,3,5,1,FY2026-Q2
2026-01-18,2026,1,1,3,6,1,FY2026-Q2
2026-01-19,2026,1,1,4,0,0,FY2026-Q2
2026-01-20,2026,1,1,4,1,0,FY2026-Q2
2026-01-21,2026,1,1,4,2,0,FY2026-Q2
2026-01-22,2026,1,1,4,3,0,FY2026-Q2
2026-01-23,2026,1,1,4,4,0,FY2026-Q2
2026-01-24,2026,1,1,4,5,1,FY2026-Q2
2026-01-25,2026,1,1,4,6,1,FY2026-Q2
2026-01-26,2026,1,1,5,0,0,FY2026-Q2
2026-01-27,2026,1,1,5,1,0,FY2026-Q2
2026-01-28,2026,1,1,5,2,0,FY2026-Q2
2026-01-29,2026,1,1,5,3,0,FY2026-Q2
2026-01-30,2026,1,1,5,4,0,FY2026-Q2
2026-01-31,2026,1,1,5,5,1,FY2026-Q2
2026-02-01,2026,1,2,5,6,1,FY2026-Q2
2026-02-02,2026,1,2,6,0,0,FY2026-Q2
2026-02-03,2026,1,2,6,1,0,FY2026-Q2
2026-02-04,2026,1,2,6,2,0,FY2026-Q2
2026-02-05,2026,1,2,6,3,0,FY2026-Q2
2026-02-06,2026,1,2,6,4,0,FY2026-Q2
2026-02-07,2026,1,2,6,5,1,FY2026-Q2
2026-02-08,2026,1,2,6,6,1,FY2026-Q2
2026-02-09,2026,1,2,7,0,0,FY2026-Q2
2026-02-10,2026,1,2,7,1,0,FY2026-Q2
2026-02-11,2026,1,2,7,2,0,FY2026-Q2
2026-02-12,2026,1,2,7,3,0,FY2026-Q2
2026-02-13,2026,1,2,7,4,0,FY2026-Q2
2026-02-14,2026,1,2,7,5,1,FY2026-Q2
2026-02-15,2026,1,2,7,6,1,FY2026-Q2
2026-02-16,2026,1,2,8,0,0,FY2026-Q2
2026-02-17,2026,1,2,8,1,0,FY2026-Q2
2026-02-18,2026,1,2,8,2,0,FY2026-Q2
2026-02-19,2026,1,2,8,3,0,FY2026-Q2
2026-02-20,2026,1,2,8,4,0,FY2026-Q2
2026-02-21,2026,1,2,8,5,1,FY2026-Q2
2026-02-22,2026,1,2,8,6,1,FY2026-Q2
2026-02-23,2026,1,2,9,0,0,FY2026-Q2
2026-02-24,2026,1,2,9,1,0,FY2026-Q2
2026-02-25,2026,1,2,9,2,0,FY2026-Q2
2026-02-26,2026,1,2,9,3,0,FY2026-Q2
2026-02-27,2026,1,2,9,4,0,FY2026-Q2
2026-02-28,2026,1,2,9,5,1,FY2026-Q2
2026-03-01,2026,1,3,9,6,1,FY2026-Q2
2026-03-02,2026,1,3,10,0,0,FY2026-Q2
2026-03-03,2026,1,3,10,1,0,FY2026-Q2
2026-03-04,2026,1,3,10,2,0,FY2026-Q2
2026-03-05,2026,1,3,10,3,0,FY2026-Q2
2026-03-06,2026,1,3,10,4,0,FY2026-Q2
2026-03-07,2026,1,3,10,5,1,FY2026-Q2
2026-03-08,2026,1,3,10,6,1,FY2026-Q2
2026-03-09,2026,1,3,11,0,0,FY2026-Q2
2026-03-10,2026,1,3,11,1,0,FY2026-Q2
2026-03-11,2026,1,3,11,2,0,FY2026-Q2
2026-03-12,2026,1,3,11,3,0,FY2026-Q2
2026-03-13,2026,1,3,11,4,0,FY2026-Q2
2026-03-14,2026,1,3,11,5,1,FY2026-Q2
2026-03-15,2026,1,3,11,6,1,FY2026-Q2
2026-03-16,2026,1,3,12,0,0,FY2026-Q2
2026-03-17,2026,1,3,12,1,0,FY2026-Q2
2026-03-18,2026,1,3,12,2,0,FY2026-Q2
2026-03-19,2026,1,3,12,3,0,FY2026-Q2
2026-03-20,2026,1,3,12,4,0,FY2026-Q2
2026-03-21,2026,1,3,12,5,1,FY2026-Q2
2026-03-22,2026,1,3,12,6,1,FY2026-Q2
2026-03-23,2026,1,3,13,0,0,FY2026-Q2
2026-03-24,2026,1,3,13,1,0,FY2026-Q2
2026-03-25,2026,1,3,13,2,0,FY2026-Q2
2026-03-26,2026,1,3,13,3,0,FY2026-Q2
2026-03-27,2026,1,3,13,4,0,FY2026-Q2
2026-03-28,2026,1,3,13,5,1,FY2026-Q2
2026-03-29,2026,1,3,13,6,1,FY2026-Q2
2026-03-30,2026,1,3,14,0,0,FY2026-Q2
2026-03-31,2026,1,3,14,1,0,FY2026-Q2
2026-04-01,2026,2,4,14,2,0,FY2026-Q3
2026-04-02,2026,2,4,14,3,0,FY2026-Q3
2026-04-03,2026,2,4,14,4,0,FY2026-Q3
2026-04-04,2026,2,4,14,5,1,FY2026-Q3
2026-04-05,2026,2,4,14,6,1,FY2026-Q3
2026-04-06,2026,2,4,15,0,0,FY2026-Q3
2026-04-07,2026,2,4,15,1,0,FY2026-Q3
2026-04-08,2026,2,4,15,2,0,FY2026-Q3
2026-04-09,2026,2,4,15,3,0,FY2026-Q3
2026-04-10,2026,2,4,15,4,0,FY2026-Q3
2026-04-11,2026,2,4,15,5,1,FY2026-Q3
2026-04-12,2026,2,4,15,6,1,FY2026-Q3
2026-04-13,2026,2,4,16,0,0,FY2026-Q3
2026-04-14,2026,2,4,16,1,0,FY2026-Q3
2026-04-15,2026,2,4,16,2,0,FY2026-Q3
2026-04-16,2026,2,4,16,3,0,FY2026-Q3
2026-04-17,2026,2,4,16,4,0,FY2026-Q3
2026-04-18,2026,2,4,16,5,1,FY2026-Q3
2026-04-19,2026,2,4,16,6,1,FY2026-Q3
2026-04-20,2026,2,4,17,0,0,FY2026-Q3
2026-04-21,2026,2,4,17,1,0,FY2026-Q3
2026-04-22,2026,2,4,17,2,0,FY2026-Q3
2026-04-23,2026,2,4,17,3,0,FY2026-Q3
2026-04-24,2026,2,4,17,4,0,FY2026-Q3
2026-04-25,2026,2,4,17,5,1,FY2026-Q3
2026-04-26,2026,2,4,17,6,1,FY2026-Q3
2026-04-27,2026,2,4,18,0,0,FY2026-Q3
2026-04-28,2026,2,4,18,1,0,FY2026-Q3
2026-04-29,2026,2,4,18,2,0,FY2026-Q3
2026-04-30,2026,2,4,18,3,0,FY2026-Q3
